DATAFLOW,LAST UPDATE,freq,org_inst,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2020,52.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2021,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2022,45.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2023,45.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Sweden,2024,45.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2003,18.8,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2004,7.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2005,6.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2006,6.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2007,17.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2008,22.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2009,35.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2010,35.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2011,26.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2012,18.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2013,29.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2014,40.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2015,46.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2016,50.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2017,43.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2018,35.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2019,35.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2020,25.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2021,25.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2022,37.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2023,40.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovenia,2024,37.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2003,0.0,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2004,10.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2005,12.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2006,15.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2007,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2008,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2009,17.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2010,14.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2011,16.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2012,8.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2013,8.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2014,5.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2015,8.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2016,17.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2017,22.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2018,25.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2019,22.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2020,22.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2021,20.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2022,19.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2023,14.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Slovakia,2024,12.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2004,4.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2005,4.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2006,4.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2007,4.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2008,4.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2009,7.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2010,7.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2011,3.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2012,3.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2013,3.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2014,3.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2015,7.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2016,3.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2017,7.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2018,11.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2019,11.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2020,11.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2021,5.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2022,0.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Türkiye,2023,5.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2003,30.8,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2004,25.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2005,27.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2006,24.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2007,32.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2008,34.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2009,28.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2010,13.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2011,16.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2012,18.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2013,19.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2014,24.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2015,25.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2016,23.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2017,26.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2018,30.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2019,32.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2020,33.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2021,33.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2022,29.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2023,26.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,United Kingdom,2024,51.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Kosovo*,2018,6.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Kosovo*,2019,10.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Kosovo*,2020,13.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Kosovo*,2021,27.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Kosovo*,2022,33.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National government,Females,Percentage of women,Kosovo*,2023,18.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Albania,2018,29.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Albania,2019,30.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Albania,2020,29.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Albania,2021,35.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Albania,2022,35.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Albania,2023,35.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2003,33.7,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2004,30.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2005,31.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2006,31.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2007,30.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2008,29.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2009,26.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2010,29.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2011,28.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2012,29.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2013,32.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2014,30.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2015,30.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2016,30.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2017,32.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2018,36.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2019,38.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2020,39.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2021,41.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2022,41.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2023,42.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Austria,2024,39.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bosnia and Herzegovina,2018,21.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bosnia and Herzegovina,2019,21.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bosnia and Herzegovina,2020,24.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bosnia and Herzegovina,2021,24.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bosnia and Herzegovina,2022,24.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bosnia and Herzegovina,2023,21.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2003,34.2,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2004,35.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2005,35.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2006,36.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2007,35.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2008,38.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2009,39.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2010,38.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2011,39.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2012,40.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2013,39.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2014,41.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2015,41.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2016,41.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2017,40.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2018,39.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2019,42.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2020,43.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2021,43.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2022,43.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2023,42.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Belgium,2024,42.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2003,25.9,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2004,28.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2005,21.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2006,21.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2007,21.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2008,21.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2009,21.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2010,22.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2011,22.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2012,23.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2013,24.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2014,20.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2015,19.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2016,19.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2017,25.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2018,25.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2019,27.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2020,27.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2021,24.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2022,23.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2023,24.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Bulgaria,2024,25.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2003,10.9,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2004,9.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2005,16.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2006,16.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2007,16.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2008,16.1,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2009,12.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2010,12.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2011,10.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2012,10.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2013,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2014,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2015,12.5,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2016,17.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2017,17.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2018,18.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2019,17.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2020,22.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2021,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2022,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2023,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Cyprus,2024,14.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2004,13.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2005,14.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2006,14.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2007,14.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2008,14.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2009,17.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2010,20.7,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2011,21.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2012,20.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2013,18.9,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2014,19.2,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2015,19.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2016,20.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2017,21.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2018,20.6,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2019,20.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2020,20.4,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2021,21.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2022,23.0,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2023,23.8,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Czechia,2024,24.3,,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Germany,2003,30.9,d,
ESTAT:SDG_05_50(1.0),11/04/25 11:00:00,Annual,National parliament,Females,Percentage of women,Germany,2004,30.8,,
